id,creationDate,lastUpdateDate,createdBy,lastUpdatedBy,name
23,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Belize
24,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Benin
25,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bermuda
26,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bhutan
27,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bolivia
28,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bosnia and Herzegovina
29,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Botswana
30,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bouvet Island
31,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Brazil
32,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,British Indian Ocean Territory
33,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Brunei Darussalam
34,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Bulgaria
35,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Burkina Faso
36,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Burundi
37,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cambodia
38,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cameroon
39,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Canada
40,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cape Verde
41,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cayman Islands
42,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Central African Republic
43,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Chad
44,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Chile
45,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,China
46,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Christmas Island
47,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cocos (Keeling) Islands
48,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Colombia
49,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Comoros
50,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Congo (Kinshasa)
51,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Congo Republic of the Democratic
52,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Congo-Brazzaville
53,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cook Islands
54,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Costa Rica
55,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Croatia (Hrvatska)
56,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cuba
57,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Cyprus
58,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Czech Republic
59,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Denmark
60,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Djibouti
61,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Dominica
62,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Dominican Republic
63,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,East Timor
64,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ecuador
65,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Egypt
66,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,El Salvador
67,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Equatorial Guinea
68,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Eritrea
69,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Estonia
70,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ethiopia
71,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Falkland Islands (Malvinas)
72,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Faroe Islands
73,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Fiji
74,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Finland
75,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,France
76,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,French Guiana
77,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,French Polynesia
78,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,French Southern Territories
79,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Gabon
80,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Gambia
81,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Georgia
82,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Germany
83,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ghana
84,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Gibraltar
85,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Greece
86,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Greenland
87,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Grenada
88,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guadeloupe
89,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guam
90,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guatemala
91,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guernsey
92,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guinea
93,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guinea-Bissau
94,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Guyana
95,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Haiti
96,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Heard and Mc Donald Islands
97,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Honduras
98,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Hong Kong
99,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Hungary
100,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Iceland
101,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,India
102,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Indonesia
103,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Iran (Islamic Republic of)
104,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Iraq
105,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ireland
106,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Isle of Man
107,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Israel
108,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Italy
109,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Ivory Coast
110,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Jamaica
111,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Japan
112,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Jersey
113,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Jordan
114,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Kazakhstan
115,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Kenya
116,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Kiribati
117,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Korea North
118,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Korea South
119,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Kuwait
120,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Kyrgyzstan
121,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Lao PeopleÃÂÃÂÃÂÃÂ¥s Democratic Republic
122,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Laos
123,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Latvia
124,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Lebanon
125,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Lesotho
126,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Liberia
127,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Libyan Arab Jamahiriya
128,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Liechtenstein
129,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Lithuania
130,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Luxembourg
131,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Macao S.A.R.
132,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Macau
133,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Macedonia
134,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Madagascar
135,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Malawi
136,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Malaysia
137,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Maldives
138,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mali
139,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Malta
140,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Marshall Islands
141,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Martinique
142,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mauritania
143,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mauritius
144,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mayotte
145,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mexico
146,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Micronesia Federated States of
147,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Moldova Republic of
148,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Monaco
149,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mongolia
150,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Montenegro
151,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Montserrat
152,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Morocco
153,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Mozambique
154,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Myanmar
155,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Namibia
156,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Nauru
157,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Nepal
158,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Netherlands
159,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Netherlands Antilles
160,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,New Caledonia
161,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,New Zealand
162,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Nicaragua
163,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Niger
164,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Nigeria
165,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Niue
166,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Norfolk Island
167,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Northern Mariana Islands
168,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Norway
169,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Oman
170,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Pakistan
171,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Palau
172,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Palestinian Territory
173,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Panama
174,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Papua New Guinea
175,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Paraguay
176,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Peru
177,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Philippines
178,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Pitcairn
179,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Poland
180,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Portugal
181,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Puerto Rico
182,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Qatar
183,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Reunion
184,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Romania
185,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Russian Federation
186,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Rwanda
187,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Barthelemy
188,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Helena
189,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Kitts
190,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Lucia
191,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Martin (French part)
192,2018-01-08T23:41:01,2018-01-08T23:41:01,john.jullion-ceccarelli@oracle.com,john.jullion-ceccarelli@oracle.com,Saint Pierre and Miquelon
